Step,Latitude,Longitude,Altitude(ft),ClimbRate(ft/min),WindEffect,Turbulence,Weather
90,41.54735505600029,-93.47414193868296,389.6033445254164,565.4274176967101,174.6919954946938,-217.48743351240404,Storm
91,41.545119683877026,-93.47699304304955,399.17410784498315,574.2457991740057,-63.57345957989659,-231.91588725564657,Storm
92,41.54760147537341,-93.47040982017681,408.7341596524743,573.6031084494707,169.8774473114251,226.40361202858855,Storm
93,41.54508174983864,-93.4738296313664,418.3662043009334,577.9226789075477,-96.82334891393776,95.99042762050743,Storm
94,41.547466154556055,-93.46744118205162,428.08454182328416,583.1002513410458,126.88888008048633,33.12048695967741,Storm
95,41.546463150496145,-93.46782755029146,437.9485202252171,591.838704115978,11.860231342402585,-154.88862545972898,Storm
96,41.544864241681424,-93.46940572804094,447.81061186886507,591.7254986188764,-162.7588928776403,238.3294547719961,Storm
97,41.54824078526633,-93.46103300099118,457.7577456987582,596.8280297935875,160.16722286533218,79.86087436396076,Storm
98,41.54614251462935,-93.46360990238517,467.8370442763718,604.7579146568158,-64.38808358051972,-90.47425523240346,Storm
99,41.54783750060811,-93.4586002905477,477.924672355947,605.257684774511,90.38227154809573,238.26615597154625,Storm
100,41.54862930601717,-93.45539703984963,488.0730063284751,608.9000383516869,154.83456970604692,167.9253275145743,Storm
101,41.5477963693322,-93.4554432733396,498.4193075510468,620.7780733543018,56.8126584617151,-249.51602100297072,Storm
102,41.54602204003143,-93.45737229206117,508.76462453461204,620.7190190139138,-135.3485143621545,239.13251311624754,Storm
103,41.54794852384117,-93.45189968456174,519.3270956994054,633.7482698876003,42.57162386383598,-294.48176903002224,Storm
104,41.54607597620147,-93.45402513996117,529.9304527164015,636.2014210197702,-159.41138285358716,98.10106146483349,Storm
105,41.54583761879287,-93.45288221489841,540.7056757324377,646.5133809621742,-197.97536646151252,-203.51516914950082,Storm
106,41.548159590042424,-93.44661863251935,551.520175809461,648.8700046213957,19.493515746634444,115.13711861561598,Storm
107,41.548719782350446,-93.44387860802334,562.4930633313022,658.3732513104713,60.784503801040216,-165.43841432366412,Storm
108,41.549107936625305,-93.44148265959366,573.5978000191076,666.2842012683225,84.87168853901437,-157.65054750191996,Storm
109,41.54770810096002,-93.44266269104428,584.7299089845064,667.9265379239313,-69.8401207362929,147.8948430708145,Storm
110,41.549152316191055,-93.43815462070225,595.894423720082,669.870884134534,59.853159618885854,209.53404629650674,Storm
111,41.54933151859154,-93.43617657602131,607.1564350119231,675.720677510468,63.045156920137345,40.98516200128296,Storm
112,41.547223048521126,-93.43877387628218,618.5443857708863,683.2770455377866,-162.530092868763,-79.3705181643399,Storm
113,41.54805644134802,-93.43548745074844,630.0722475470635,691.6717065706317,-93.91905292730982,-153.60621397254985,Storm
114,41.55103495652378,-93.42791078051695,641.7013437429285,697.7457717518988,189.2042219009782,-64.14136519994375,Storm
115,41.55085838295295,-93.42664428777866,653.3891942769818,701.2710320431986,156.81862207084532,78.6831755983577,Storm
116,41.55061672437389,-93.42550796505682,665.1735704380721,707.0625696654171,117.92452141665939,1.5822558631152788,Storm
117,41.5498923771257,-93.42533701967324,677.0508554295969,712.6370994914896,30.761553850543635,-4.4893837086816575,Storm
118,41.54851301596586,-93.42647610211296,688.9744217853122,715.4139813429135,-121.9028048807822,133.4712691569032,Storm
119,41.549002415891906,-93.4238776623809,701.0965792699575,727.3294490787206,-87.69105502365768,-285.4104201411277,Storm
120,41.55060849805325,-93.41904585817825,713.3500807603027,735.2100894207159,58.18891836286713,-193.73359235577064,Storm
121,41.55193572563451,-93.41477176313579,725.5822609585978,733.9308118977006,176.18343374116574,272.3571462015524,Storm
122,41.55198063128546,-93.41306231195392,737.9497621365301,742.0500706759391,165.9457560881794,-77.90477984673336,Storm
123,41.54853028261816,-93.41834336940855,750.31383919685,741.8446236191947,-193.81735338845303,256.9911375526352,Storm
124,41.55032847517279,-93.41312734441934,762.6964987235974,742.9595716048436,-28.726340673074276,279.9928914262017,Storm
125,41.55261750091536,-93.40692965305423,775.1275837314304,745.8651004699792,185.44799083570115,211.80567328041604,Storm
126,41.55008809900276,-93.41036881699948,787.699308898695,754.3035100358785,-82.22044317216573,-68.94136283884484,Storm
127,41.55246213254802,-93.404001110029,800.4023502225664,762.1824794322849,140.45466860674276,-109.84679690623341,Storm
128,41.54988283927618,-93.40754005669272,813.1824736683914,766.8074067494982,-132.202901325563,34.0807574750101,Storm
129,41.55309676981354,-93.39949255573802,826.0222193285057,770.3847396068612,174.46190966431237,117.61787800498382,Storm
130,41.55177967782473,-93.40050709983569,839.0490996910959,781.6128217554087,28.024468035745997,-241.69410373753888,Storm
131,41.55210674447865,-93.3982333266479,852.0524984365411,780.2039247267112,46.0028906796679,294.03231006255794,Storm
132,41.55035433406028,-93.40011850760467,865.1712583908271,787.1255972571599,-143.9663939053904,10.997791418242059,Storm
133,41.55345077271452,-93.39230599041625,878.3396582398942,790.1039909440282,150.94922877118216,144.46117065252264,Storm
134,41.55287662581827,-93.39183464432878,891.57713674528,794.2487103231473,78.80629639810718,121.49045039226559,Storm
135,41.55167380988664,-93.39262063631207,904.9652504519313,803.286822399078,-56.20353951209793,-123.84489344130398,Storm
136,41.55362057233115,-93.3871074715431,918.3790787084436,804.8296953907344,123.74446219140543,186.06803680750846,Storm
137,41.55399869941103,-93.38473157750337,931.8233914164676,806.6587624814447,146.8289274320415,247.94433153388275,Storm
138,41.55272306215963,-93.38566321212622,945.3890029457897,813.9366917593227,4.536959544375122,0.9097768123197625,Storm
139,41.55401815570753,-93.38145338515046,959.0267956805475,818.2675640854652,119.31807158671006,89.97835846665907,Storm
140,41.55378012492817,-93.38030980682922,972.7144960955787,821.2620249018781,80.78675090308133,177.47560166166062,Storm
141,41.55467956121388,-93.37689129437783,986.5522212182726,830.2635073616334,156.00213672702654,-97.20290588907852,Storm
142,41.55276915408465,-93.37909246875634,1000.5651301236053,840.7745343199617,-49.76681894402239,-243.6108360954786,Storm
143,41.553727225265554,-93.37555668651457,1014.7476774292376,850.952838337934,31.312056398469593,-278.43463572195475,Storm
144,41.55342377920157,-93.37454393876257,1028.9892070528504,854.4917774167636,-13.760792747015927,25.586780824545997,Storm
145,41.55285483456503,-93.3740621881557,1043.302199475252,858.7795453441081,-85.38349914868624,54.49995634140646,Storm
146,41.55197795298375,-93.3741963114383,1057.8001110401428,869.8746938934387,-187.79990002438024,-277.59108675047133,Storm
147,41.555293636654106,-93.36594530421762,1072.3879322553948,875.2692729151247,129.0402242638633,-83.88561515324227,Storm
148,41.55265875888955,-93.36959541986678,1087.0454478140934,879.450933521919,-149.1757949392461,13.345956032882611,Storm
149,41.55537777347882,-93.36253775080829,1101.8413057732855,887.751477551519,107.99742123944435,-170.50738350189408,Storm
150,41.55493664359717,-93.36180037069161,1116.784692149551,896.603182575922,49.156190327600115,-248.7915210037392,Storm
151,41.55279909100605,-93.36445583599391,1131.7757599258177,899.4640665760065,-179.3273115325569,18.81277894088879,Storm
152,41.55490218703529,-93.35863000405546,1146.8136893962994,902.2757682289041,16.254048644042598,82.45794089892394,Storm
153,41.55579129431121,-93.35523214962365,1161.8376473323951,901.4374761657476,90.43653348906463,285.5112476775207,Storm
154,41.555099412797006,-93.35499627277211,1176.9992323783017,909.6951027543957,6.520139320478137,-106.22611623525242,Storm
155,41.556362238610355,-93.35085098126545,1192.2780614911933,916.7297467734995,118.07447790748148,-137.50064924275546,Storm
156,41.55508466194158,-93.35178649472304,1207.7074335504972,925.7623235582307,-24.411431717745558,-252.92617119464043,Storm
157,41.553577461659884,-93.35318125540645,1223.0970175139944,923.3750378098357,-189.859702633817,277.58904880675505,Storm
158,41.55696726159575,-93.34478201565477,1238.544968086253,926.877034335518,134.39204820488231,117.58452365621878,Storm
159,41.55540643531884,-93.34628402832864,1254.1467319732105,936.1058332174489,-36.41882223429204,-196.02340795749254,Storm
160,41.55454365413934,-93.34638995080768,1269.8599068444107,942.7904922720176,-137.4251829315656,-149.8542611012428,Storm
161,41.556262095054954,-93.3413334290965,1285.5919599223369,943.9231846755662,19.6906658824482,128.7575536200374,Storm
162,41.55685326033048,-93.33853145866549,1301.453061374252,951.6660871149139,64.07895068709252,-132.0396618324343,Storm
163,41.55817921437373,-93.334259910699,1317.3300403853486,952.6187406658017,181.94611226527763,142.73815001746112,Storm
164,41.556724451888606,-93.3355497957893,1333.2713159565712,956.476534273363,21.741621004560272,67.03244774061136,Storm
165,41.55633271835575,-93.33471362297506,1349.345610344752,964.4576632908525,-32.15997502888405,-151.36140629930551,Storm
166,41.556225491248114,-93.33330843731036,1365.431774454018,965.1698465559681,-57.610928539495376,154.70766627862145,Storm
167,41.55500645691551,-93.33412686609563,1381.6836979408058,975.1154092072652,-194.24260454809766,-230.35641569585027,Storm
168,41.555280175956554,-93.33195978813357,1398.0835433572347,983.9907249857396,-181.5989431912989,-275.5627186086179,Storm
169,41.55866529015198,-93.32356991986275,1414.4898646007912,984.3792746133931,142.1842336044029,122.1947156280142,Storm
170,41.557287425559764,-93.32470600916723,1431.0558204269837,993.9573495715459,-10.330468365069919,-241.2995036093991,Storm
171,41.55750447617136,-93.32265226806408,1447.6752217390706,997.1640787252147,-3.353649953267052,-15.916937531660608,Storm
172,41.55637810257801,-93.32328537537082,1464.3726773938822,1001.8473392886973,-130.71925203599392,-39.68901045721617,Storm
173,41.557426596463436,-93.31956874772001,1481.1098710612823,1004.2316200440025,-40.59810624105063,69.5100588313299,Storm
174,41.55852023455678,-93.31576183165335,1498.0109173253973,1014.062775846893,54.03746034705753,-272.81759413677327,Storm
175,41.557625592839294,-93.31593147520836,1514.9296274549636,1015.1226077739831,-50.15495414941151,75.51594942854183,Storm
176,41.55828696984259,-93.31298908132182,1531.847542128633,1015.0748804201655,1.2545034320350794,213.8939047129934,Storm
177,41.55905648176222,-93.3098304176026,1548.9185202422054,1024.258686814341,63.47745264757799,-202.2393437511422,Storm
178,41.55685126465282,-93.31262121194143,1566.0124854390099,1025.6379118082727,-171.77250103982806,85.45156692378936,Storm
179,41.556822317332866,-93.3110594667014,1583.1639173329986,1029.0859136393242,-189.3954757833513,51.46534876407799,Storm
180,41.56062447548387,-93.30183551051941,1600.3738059452844,1032.5933167371534,176.09209656998303,45.284506725527365,Storm
181,41.55856351665047,-93.30433778830624,1617.6292770437803,1035.3282659097567,-44.732029517391226,85.9729310654119,Storm
182,41.55899113093509,-93.30186291985706,1634.9546967496158,1039.5251823501299,-16.698843803393345,27.370073589560945,Storm
183,41.56107126103571,-93.29608301977586,1652.37821074255,1045.4108395760513,176.5859235106101,-68.33841731953544,Storm
184,41.56129744648337,-93.29401100900057,1669.7874588730765,1044.554887831586,184.47622552956568,243.2103851736382,Storm
185,41.55838313119471,-93.29821999969795,1687.3772790538299,1055.3892108452048,-121.68354608428143,-258.3832194749007,Storm
186,41.558150361088536,-93.29706590003032,1705.1156815557124,1064.3041501129526,-159.68879944902935,-289.06690460907015,Storm
187,41.558272303353526,-93.29520237562038,1722.861407448687,1064.7435535784737,-162.22281569762865,109.80406404981409,Storm
188,41.55832656853182,-93.29347420538384,1740.7189061765741,1071.4499236732302,-171.5245406159084,-108.61462182374322,Storm
189,41.56156859760933,-93.28537050734886,1758.7294163249549,1080.6306089028435,137.95012438778184,-286.0368385585045,Storm
190,41.56159425272329,-93.28369955724098,1776.8227096315027,1085.597598392864,125.78739303557433,-130.88713513596005,Storm
191,41.55895632053089,-93.28735578174582,1794.9250702522854,1086.141637246969,-152.7340689513375,118.04229921849037,Storm
192,41.561146715035,-93.28135535285763,1813.0217635978727,1085.801600735241,51.57713871195361,226.48320811623182,Storm
193,41.56171851025057,-93.27859212254653,1831.1408156241316,1087.1431215755424,94.02841752155433,182.08855823090914,Storm
194,41.56005364679312,-93.28030220958148,1849.4082234031887,1096.0444667434192,-87.18617097147741,-193.5362737321663,Storm
195,41.562075249936875,-93.27463936341401,1867.6666869515038,1095.5078128989092,100.24590065634334,184.10084356035838,Storm
196,41.56318209392579,-93.27080603555622,1886.0264430708667,1101.5853671617724,196.2020568002693,-52.42939385314412,Storm
197,41.56085542812843,-93.27383972727098,1904.3963282989002,1102.193113682014,-51.192765682886744,165.84777644519812,Storm
198,41.56087785237375,-93.27217523890037,1922.7646863043274,1102.1014803256296,-63.67858389879285,258.4543953621388,Storm
199,41.56309557164759,-93.26612016047274,1941.2436379425806,1108.7370982951923,143.36510073720473,-42.60358357498899,Storm
200,41.562812687338855,-93.26506628921025,1959.7445906987873,1110.0571653724041,100.34842711659894,152.72572445080942,Storm
201,41.56036898097051,-93.26833406206698,1978.2546397470883,1110.6029428980548,-158.75045246562695,241.53174400774003,Storm
202,41.562124777412436,-93.26320282930317,1996.7996306244054,1112.699452639024,2.1009489791428564,195.87447966464498,Storm
203,41.561531248754235,-93.2627702467396,2015.3653337243313,1113.942185995551,-71.98015958775531,237.31393709772033,Storm
204,41.561955139492525,-93.26030282538306,2034.1352099503515,1126.192573561212,-44.319328506334756,-293.49740911182096,Storm
205,41.564167143110744,-93.25425917826666,2053.0467996827383,1134.6953839432133,162.15279056770544,-245.22799392831985,Storm
206,41.56197015218291,-93.25703352024239,2071.92554657615,1132.724813604691,-72.27454496383405,270.03718023048293,Storm
207,41.56464260864777,-93.2500689674327,2090.889092112488,1137.8127321802995,180.24285877502246,44.06273287397164,Storm
208,41.56351481133617,-93.25070492217593,2109.945893682042,1143.408094173242,52.7348848679197,-30.93268681300816,Storm
209,41.56230758800176,-93.2514997289648,2129.11272964238,1150.0101576202785,-82.71569132077418,-102.80127277805042,Storm
210,41.563972101166755,-93.24655106275485,2148.2965158848497,1151.0271745481725,69.00738243081537,151.42471766260803,Storm
211,41.564595625944825,-93.24368437331874,2167.5106496275916,1152.8480245645294,116.63161749033941,173.77088567673235,Storm
212,41.56194141660959,-93.24737315210926,2186.818476960943,1158.469640001075,-163.51755878052387,-3.3478171784511233,Storm
213,41.561954109664946,-93.24572812611859,2206.194888138782,1162.5846706703485,-176.9764959933423,29.717329394241347,Storm
214,41.56363727905784,-93.24074214745282,2225.574164491701,1162.756581175155,-23.387799450649197,232.6225096549798,Storm
215,41.56342209953003,-93.2395528666285,2245.128933623309,1173.2861478964635,-59.633994979168534,-229.75979014343648,Storm
216,41.562737688635515,-93.23930204853757,2264.690585967349,1173.699140642397,-142.80332717886566,156.90637903048332,Storm
217,41.56478587658804,-93.23358603275256,2284.4215796734215,1183.8596223643556,47.28722532650443,-239.32639432632584,Storm
218,41.562796713986714,-93.23594471807526,2304.1670801058976,1184.7300259485712,-166.35727755400103,120.58147887547199,Storm
219,41.56289862121519,-93.23412126373834,2323.9308463357856,1185.8259737932788,-170.8947974543226,193.11603557421375,Storm
220,41.56557982052583,-93.2271392252371,2343.8694538071245,1196.3164482803406,82.49689086259849,-251.19073161486014,Storm
221,41.56324148490102,-93.23019625660676,2363.7632783621757,1193.629473303085,-166.06491436592324,291.9837471007053,Storm
222,41.56454649965518,-93.22596658721848,2383.7803820884606,1201.02622357709,-50.291681697551866,-77.61471175986546,Storm
223,41.566447897168665,-93.22054415231155,2403.7759657263914,1199.7350182758453,125.11982690300101,268.3491464303153,Storm
224,41.567287985582404,-93.21724433560412,2423.8186288680804,1202.5597885013287,194.40042552914838,152.02691115536499,Storm
225,41.5649963020967,-93.22020806269555,2444.0358483528194,1213.0331690843373,-49.496165787633686,-249.89956998079873,Storm
226,41.566747133845766,-93.21508675931746,2464.2968513425662,1215.660179384809,110.8587663709747,35.04254984148304,Storm
227,41.56548271664652,-93.215995953836,2484.5525057885093,1215.339266756591,-30.311196301209492,243.8126310568416,Storm
228,41.564377900966235,-93.21658594531661,2504.904872654816,1221.142011978401,-155.52100707753948,-4.424937425484529,Storm
229,41.564125808043556,-93.215470491282,2525.3393952941287,1226.0713583587774,-195.45854209303238,-18.803614803524226,Storm
230,41.564452888994694,-93.21319668949978,2545.9234268985424,1235.0418962648253,-177.47868972726505,-228.70925023915686,Storm
231,41.56484506330654,-93.21079270099611,2566.529805892662,1236.3827396471622,-152.98950128915806,89.52618126963813,Storm
232,41.567506420263975,-93.20385034720128,2587.196002334294,1239.9717864979316,98.41795170616933,50.021259058295755,Storm
233,41.568518213368286,-93.20020712111271,2607.9611522000946,1245.9089919480416,184.86901938981674,-75.07765228577756,Storm
234,41.565959653947,-93.20370460007533,2628.715079979152,1245.2356667434503,-85.7151654872557,221.15947691367614,Storm
235,41.56585847138342,-93.20228732532252,2649.4643446358705,1244.9558794031145,-110.56166459221895,277.9335236643668,Storm
236,41.56515998835558,-93.20206465149825,2670.216610443037,1245.135948430008,-195.13821012407345,281.92729602458337,Storm
237,41.5654312925321,-93.19990240326524,2690.992486935454,1246.5525895450116,-182.73603521976955,234.68586821884264,Storm
238,41.567516739748115,-93.19411186895324,2711.77140005589,1246.7347872261398,11.080443634519952,295.7788776715802,Storm
239,41.56584840399819,-93.19582890057315,2732.649830968173,1252.7058547369875,-170.48137410584044,32.312570640792444,Storm
240,41.5695777103092,-93.18675064807117,2753.6132012708076,1257.8022181580766,187.72101424763957,13.858706502089262,Storm
241,41.56836537714674,-93.18755567451612,2774.623729861657,1260.6317154509688,51.759455254105006,117.4492133907703,Storm
242,41.56781322928074,-93.18704033036816,2795.7029526520973,1264.7533674264068,-18.183574092890694,76.53484805043809,Storm
243,41.56847960469684,-93.184087939656,2816.792671160403,1265.3831104983421,33.72572476924009,240.69480629459338,Storm
244,41.56647141539799,-93.18648467837373,2838.0317744362615,1274.3461965515023,-181.82144786341684,-131.4220862446618,Storm
245,41.570238558240405,-93.17733075280896,2859.266340437085,1274.0739600494067,180.16459363062347,234.1582703345498,Storm
246,41.56840682174272,-93.17937458592436,2880.579838527788,1278.8098854421771,-17.737298885714836,72.07955868092205,Storm
